Country,Indicator,Year,Value
Armenia,Refugees and others of concern to UNHCR(000),2015,16
Armenia,Refugees and others of concern to UNHCR(000),2021,19.1c
Armenia,Health: Current expenditure(% of GDP),2010,9.2
Armenia,Health: Current expenditure(% of GDP),2015,10.1
Armenia,Health: Current expenditure(% of GDP),2021,10m
Armenia,Education: Government expenditure(% of GDP),2010,3.2
Armenia,Education: Government expenditure(% of GDP),2015,2.8
Armenia,Education: Government expenditure(% of GDP),2021,2.7n
Armenia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,103.7 /      105.6
Armenia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,88.3 /       84.0
Armenia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,88.9 /       84.4b
Armenia,Intentional homicide rate(per 100 000 pop.),2010,1.9
Armenia,Intentional homicide rate(per 100 000 pop.),2015,2.6
Armenia,Intentional homicide rate(per 100 000 pop.),2021,1.7m
Aruba,Population growth ratep(average annual %),2010,0.3
Aruba,Population growth ratep(average annual %),2015,0.5
Aruba,Population growth ratep(average annual %),2021,0.5d
Aruba,Urban population growth ratep(average annual %),2010,-0.5
Aruba,Urban population growth ratep(average annual %),2015,0.5
Aruba,Urban population growth ratep(average annual %),2021,...
Aruba,"Life expectancy at birthp(females/males, years)",2010,77.1 /       72.2
Aruba,"Life expectancy at birthp(females/males, years)",2015,77.8 /       72.9
Aruba,"Life expectancy at birthp(females/males, years)",2021,78.4 /       73.6d
Aruba,International migrant stockq(000/% of total pop.),2010,34.3 /       33.8
Aruba,International migrant stockq(000/% of total pop.),2015,36.1 /       34.6
Aruba,International migrant stockq(000/% of total pop.),2021,53.6 /       50.2d
Aruba,Infant mortality ratep(per 1 000 live births),2010,16.2
Aruba,Infant mortality ratep(per 1 000 live births),2015,14.8
Aruba,Infant mortality ratep(per 1 000 live births),2021,13.6d
Aruba,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,113.0 /      114.5
Aruba,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,115.2 /      118.9t
Aruba,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Aruba,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,91.2 /       78.5
Aruba,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,107.0 /      105.6u
Aruba,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Aruba,Urban population(% of total population),2010,43.1
Aruba,Urban population(% of total population),2015,43.1
Aruba,Urban population(% of total population),2021,43.5b
Aruba,"Fertility rate, totalp(live births per woman)",2010,1.8
Aruba,"Fertility rate, totalp(live births per woman)",2015,1.8
Aruba,"Fertility rate, totalp(live births per woman)",2021,1.9d
Aruba,"Population age distribution(0-14/60+ years old, %)",2010,20.9 /       15.5
Aruba,"Population age distribution(0-14/60+ years old, %)",2015,18.7 /       18.4
Aruba,"Population age distribution(0-14/60+ years old, %)",2021,17.3 /       22.6a
Aruba,Refugees and others of concern to UNHCR(000),2010,~0.0r
Aruba,Refugees and others of concern to UNHCR(000),2015,~0.0
Aruba,Refugees and others of concern to UNHCR(000),2021,17d
Aruba,Education: Government expenditure(% of GDP),2010,6.9
Aruba,Education: Government expenditure(% of GDP),2015,6
Aruba,Education: Government expenditure(% of GDP),2021,5.5s
Aruba,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,98.3 /       93.5
Aruba,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,112.1 /      110.2u
Aruba,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Aruba,Intentional homicide rate(per 100 000 pop.),2010,3.9
Aruba,Intentional homicide rate(per 100 000 pop.),2015,1.9t
Aruba,Intentional homicide rate(per 100 000 pop.),2021,...
Australia,"Population growth rateb,p(average annual %)",2010,1.9
Australia,"Population growth rateb,p(average annual %)",2015,1.5
Australia,"Population growth rateb,p(average annual %)",2021,1.3f
Australia,"Urban population growth rateb,p(average annual %)",2010,1.9
Australia,"Urban population growth rateb,p(average annual %)",2015,1.6
Australia,"Urban population growth rateb,p(average annual %)",2021,...
Australia,"Life expectancy at birthb,p(females/males, years)",2010,83.8 /       79.2
Australia,"Life expectancy at birthb,p(females/males, years)",2015,84.4 /       80.3
Australia,"Life expectancy at birthb,p(females/males, years)",2021,85.2 /       81.2f
Australia,International migrant stockb(000/% of total pop.),2010,5 883.0 /       26.6
Australia,International migrant stockb(000/% of total pop.),2015,6 729.7 /       28.1
Australia,International migrant stockb(000/% of total pop.),2021,7 685.9 /       30.1f
Australia,"Infant mortality rateb,p(per 1 000 live births)",2010,4.4
Australia,"Infant mortality rateb,p(per 1 000 live births)",2015,3.6
Australia,"Infant mortality rateb,p(per 1 000 live births)",2021,3.1f
Australia,Health: Physicians(per 1 000 pop.),2010,3.3
Australia,Health: Physicians(per 1 000 pop.),2015,3.5
Australia,Health: Physicians(per 1 000 pop.),2021,3.8s
Australia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,105.5 /      105.7
Australia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,101.6 /      101.6
Australia,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,100.1 /      100.2s
Australia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,... / ...
Australia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,202.7 /      239.8
Australia,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,174.8 /      181.2s
Australia,Seats held by women in national parliaments(%),2010,27.3
Australia,Seats held by women in national parliaments(%),2015,26.7
Australia,Seats held by women in national parliaments(%),2021,31.1u
Australia,Urban populationb(% of total population),2010,85.2
Australia,Urban populationb(% of total population),2015,85.7
Australia,Urban populationb(% of total population),2021,86.1d
Australia,"Fertility rate, totalb,p(live births per woman)",2010,2
Australia,"Fertility rate, totalb,p(live births per woman)",2015,1.9
Australia,"Fertility rate, totalb,p(live births per woman)",2021,1.8f
Australia,"Population age distributionb(0-14/60+ years old, %)",2010,19.0 /       18.8
Australia,"Population age distributionb(0-14/60+ years old, %)",2015,18.9 /       20.2
Australia,"Population age distributionb(0-14/60+ years old, %)",2021,19.3 /       22.1a
Australia,Refugees and others of concern to UNHCR(000),2010,25.6q
Australia,Refugees and others of concern to UNHCR(000),2015,58.4
Australia,Refugees and others of concern to UNHCR(000),2021,137.4f
Australia,Health: Current expenditurer(% of GDP),2010,8.4
Australia,Health: Current expenditurer(% of GDP),2015,9.3
Australia,Health: Current expenditurer(% of GDP),2021,9.3s
Australia,Education: Government expenditure(% of GDP),2010,5.6
Australia,Education: Government expenditure(% of GDP),2015,5.3
Australia,Education: Government expenditure(% of GDP),2021,5.1t
Australia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,... / ...
Australia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,145.9 /      167.9
Australia,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,128.6 /      136.7s
Australia,Intentional homicide rate(per 100 000 pop.),2010,1
Australia,Intentional homicide rate(per 100 000 pop.),2015,1
Australia,Intentional homicide rate(per 100 000 pop.),2021,0.9s
Austria,Population growth ratei(average annual %),2010,0.4
Austria,Population growth ratei(average annual %),2015,0.6
Austria,Population growth ratei(average annual %),2021,0.7c
Austria,Urban population growth ratei(average annual %),2010,-0.1
Austria,Urban population growth ratei(average annual %),2015,0.7
Austria,Urban population growth ratei(average annual %),2021,...
Austria,"Life expectancy at birthi(females/males, years)",2010,82.8 /       77.3
Austria,"Life expectancy at birthi(females/males, years)",2015,83.5 /       78.4
Austria,"Life expectancy at birthi(females/males, years)",2021,83.8 /       78.9c
Austria,International migrant stock(000/% of total pop.),2010,1 274.9 /       15.2
Austria,International migrant stock(000/% of total pop.),2015,1 483.1 /       17.1
Austria,International migrant stock(000/% of total pop.),2021,1 738.2 /       19.3c
Austria,Infant mortality ratei(per 1 000 live births),2010,3.8
Austria,Infant mortality ratei(per 1 000 live births),2015,3.3
Austria,Infant mortality ratei(per 1 000 live births),2021,3.2c
Austria,Health: Physicians(per 1 000 pop.),2010,4.8
Austria,Health: Physicians(per 1 000 pop.),2015,5.1
Austria,Health: Physicians(per 1 000 pop.),2021,5.2l
Austria,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.1 /      100.4
Austria,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,101.5 /      102.4
Austria,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,103.0 /      103.6l
Austria,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,92.3 /       99.6
Austria,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,97.3 /      103.6
Austria,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,94.5 /      101.4l
Austria,Seats held by women in national parliaments(%),2010,27.9
Austria,Seats held by women in national parliaments(%),2015,30.6
Austria,Seats held by women in national parliaments(%),2021,39.9n
Austria,Urban population(% of total population),2010,57.4
Austria,Urban population(% of total population),2015,57.7
Austria,Urban population(% of total population),2021,58.5b
Austria,"Fertility rate, totali(live births per woman)",2010,1.4
Austria,"Fertility rate, totali(live births per woman)",2015,1.4
Austria,"Fertility rate, totali(live births per woman)",2021,1.5c
Austria,"Population age distribution(0-14/60+ years old, %)",2010,14.7 /       23.3
Austria,"Population age distribution(0-14/60+ years old, %)",2015,14.1 /       24.3
Austria,"Population age distribution(0-14/60+ years old, %)",2021,14.5 /       26.2a
Austria,Refugees and others of concern to UNHCR(000),2010,68.7j
Austria,Refugees and others of concern to UNHCR(000),2015,92.2k
Austria,Refugees and others of concern to UNHCR(000),2021,162.1c
Austria,Health: Current expenditure(% of GDP),2010,10.2
Austria,Health: Current expenditure(% of GDP),2015,10.4
Austria,Health: Current expenditure(% of GDP),2021,10.3l
Austria,Education: Government expenditure(% of GDP),2010,5.7
Austria,Education: Government expenditure(% of GDP),2015,5.5
Austria,Education: Government expenditure(% of GDP),2021,5.4m
Austria,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,96.8 /      100.7
Austria,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,98.5 /      102.1
Austria,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,98.1 /      101.7l
Austria,Intentional homicide rate(per 100 000 pop.),2010,0.7
Austria,Intentional homicide rate(per 100 000 pop.),2015,0.5
Austria,Intentional homicide rate(per 100 000 pop.),2021,1l
Azerbaijan,"Population growth ratea,k(average annual %)",2010,1.1
Azerbaijan,"Population growth ratea,k(average annual %)",2015,1.3
Azerbaijan,"Population growth ratea,k(average annual %)",2021,1e
Azerbaijan,"Urban population growth ratea,k(average annual %)",2010,1.5
Azerbaijan,"Urban population growth ratea,k(average annual %)",2015,1.7
Azerbaijan,"Urban population growth ratea,k(average annual %)",2021,...
Azerbaijan,"Life expectancy at birtha,k(females/males, years)",2010,73.4 /       66.9
Azerbaijan,"Life expectancy at birtha,k(females/males, years)",2015,74.6 /       68.6
Azerbaijan,"Life expectancy at birtha,k(females/males, years)",2021,75.3 /       70.3e
Azerbaijan,"International migrant stocka,l(000/% of total pop.)",2010,276.9 /        3.1
Azerbaijan,"International migrant stocka,l(000/% of total pop.)",2015,264.4 /        2.7
Azerbaijan,"International migrant stocka,l(000/% of total pop.)",2021,252.2 /        2.5e
Azerbaijan,"Infant mortality ratea,k(per 1 000 live births)",2010,40.7
Azerbaijan,"Infant mortality ratea,k(per 1 000 live births)",2015,31.4
Azerbaijan,"Infant mortality ratea,k(per 1 000 live births)",2021,20.8e
Azerbaijan,Health: Physicians(per 1 000 pop.),2010,3.7
Azerbaijan,Health: Physicians(per 1 000 pop.),2015,3.4o
Azerbaijan,Health: Physicians(per 1 000 pop.),2021,...
Azerbaijan,Education: Primary gross enrol. ratioj(f/m per 100 pop.),2010,93.2 /       94.2
Azerbaijan,Education: Primary gross enrol. ratioj(f/m per 100 pop.),2015,105.6 /      107.4
Azerbaijan,Education: Primary gross enrol. ratioj(f/m per 100 pop.),2021,99.5 /       96.6c
Azerbaijan,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,... / ...
Azerbaijan,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Azerbaijan,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,"82.1 /       81.2j,c"
Azerbaijan,Seats held by women in national parliaments(%),2010,11.4
Azerbaijan,Seats held by women in national parliaments(%),2015,15.6
Azerbaijan,Seats held by women in national parliaments(%),2021,18.2p
Azerbaijan,Urban populationa(% of total population),2010,53.4
Azerbaijan,Urban populationa(% of total population),2015,54.7
Azerbaijan,Urban populationa(% of total population),2021,56c
Azerbaijan,"Fertility rate, totala,k(live births per woman)",2010,1.8
Azerbaijan,"Fertility rate, totala,k(live births per woman)",2015,2.1
Azerbaijan,"Fertility rate, totala,k(live births per woman)",2021,2.1e
Azerbaijan,"Population age distributiona(0-14/60+ years old, %)",2010,22.8 /        8.1
Azerbaijan,"Population age distributiona(0-14/60+ years old, %)",2015,22.9 /        9.3
Azerbaijan,"Population age distributiona(0-14/60+ years old, %)",2021,23.4 /       12.3b
Azerbaijan,Refugees and others of concern to UNHCR(000),2010,596.9m
Azerbaijan,Refugees and others of concern to UNHCR(000),2015,628.1
Azerbaijan,Refugees and others of concern to UNHCR(000),2021,657.1e
Azerbaijan,Health: Current expenditure(% of GDP),2010,2.5
Azerbaijan,Health: Current expenditure(% of GDP),2015,4.1
Azerbaijan,Health: Current expenditure(% of GDP),2021,3.5n
Azerbaijan,Education: Government expenditure(% of GDP),2010,2.8
Azerbaijan,Education: Government expenditure(% of GDP),2015,3
Azerbaijan,Education: Government expenditure(% of GDP),2021,2.5n
Azerbaijan,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,... / ...
Azerbaijan,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Azerbaijan,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,"94.7 /       94.9j,c"
Azerbaijan,Intentional homicide rate(per 100 000 pop.),2010,2.3
Azerbaijan,Intentional homicide rate(per 100 000 pop.),2015,2.3
Azerbaijan,Intentional homicide rate(per 100 000 pop.),2021,2.2n
